entity, label, occurrences
bin Laden, PERSON, 3
Tasmanians, NORP, 3
Shingrix, ORG, 3
Russian Twitter, PERSON, 3
An estimated 100,000, CARDINAL, 3
South Pacific, LOC, 3
Cuba, GPE, 3
THOUSANDS, CARDINAL, 3
under five, DATE, 3
Lassa, PERSON, 3
World Cup, EVENT, 3
Democrats, NORP, 3
15, CARDINAL, 3
1 million, CARDINAL, 3
a decade, DATE, 3
Tara Narula, PERSON, 3
The Sunday Times, ORG, 3
Rwanda, GPE, 3
Herald Video, ORG, 3
Breakthrough, GPE, 3
Joan Bakewell, PERSON, 3
Gulf War, EVENT, 3
Asheville Waldorf School, ORG, 3
CIA, ORG, 3
ABC News Health, ORG, 3
Thailand, GPE, 3
the World Health Organisation, ORG, 3
U.N., ORG, 3
nearly a decade, DATE, 3
the American Academy of Pediatrics, ORG, 3
German, NORP, 3
minutes, TIME, 3
the World Health Organization (WHO, ORG, 3
David Clark, PERSON, 3
Scottish, NORP, 3
Terry Rossio, PERSON, 3
Samoan, ORG, 3
3, CARDINAL, 3
more than 100, CARDINAL, 3
North Korean, NORP, 3
Rohingya, ORG, 3
Lauren Sandell, PERSON, 3
Waldorf, ORG, 3
65s, DATE, 2
Poland, GPE, 2
Sky News, WORK_OF_ART, 2
At least five, CARDINAL, 2
Millions, CARDINAL, 2
the Federal Government's, ORG, 2
1st, DATE, 2
anti-MMR, NORP, 2
Taliban, ORG, 2
the first half of 2018, DATE, 2
11,000, CARDINAL, 2
fourth, ORDINAL, 2
New South Wales, LOC, 2
seasonal, DATE, 2
1,000, CARDINAL, 2
The Federal Government, ORG, 2
65, DATE, 2
earlier this week, DATE, 2
Last winter, DATE, 2
Leeds, GPE, 2
Nadine Shah, PERSON, 2
200, CARDINAL, 2
Pediatrician, NORP, 2
97 percent, PERCENT, 2
Californians, NORP, 2
Blue Shield, ORG, 2
Good Morning Britain, LOC, 2
Orthodox, NORP, 2
Orthodox Jewish, NORP, 2
Kenya, GPE, 2
28, MONEY, 2
Western Australia, LOC, 2
the past six months, DATE, 2
the U.S. Centers for Disease Control, ORG, 2
Flu Vaccine, PERSON, 2
This Year, DATE, 2
Utah, GPE, 2
Richard Lanigan, PERSON, 2
Chicago Tribune, ORG, 2
the New Year, EVENT, 2
five-fold, QUANTITY, 2
Matilda, ORG, 2
The Florida Department of Health, ORG, 2
Ottawa, GPE, 2
years ago, DATE, 2
CBS News', ORG, 2
last year’s, DATE, 2
95 per cent, MONEY, 2
January, DATE, 2
$1 billion, MONEY, 2
the University of Victoria, ORG, 2
under 18s, DATE, 2
Kaikōura, PERSON, 2
a cent, MONEY, 2
29, CARDINAL, 2
Colorado, GPE, 2
April, DATE, 2
Hundreds of thousands, CARDINAL, 2
up to, CARDINAL, 2
last month, DATE, 2
1998, DATE, 2
Lancet, ORG, 2
20 percent, PERCENT, 2
Port Moresby, FAC, 2
76, CARDINAL, 2
Latest News, ORG, 2
Videos, ORG, 2
6 months old, DATE, 2
Oxford, ORG, 2
Oxford University, ORG, 2
Hugo Fry, PERSON, 2
2000, DATE, 2
Kerala, GPE, 2
the Ministry of Health, ORG, 2
Nearly 700, CARDINAL, 2
Daily Mail Online Health, ORG, 2
more than 250,000, CARDINAL, 2
79, CARDINAL, 2
The World Health Organisation, ORG, 2
Victorians, NORP, 2
122, CARDINAL, 2
Google, ORG, 2
Last Year, DATE, 2
a week, DATE, 2
RT USA News, ORG, 2
tomorrow, DATE, 2
AMA, ORG, 2
The Australian Medical Association, ORG, 2
Kaiser Permanente, ORG, 2
more than 80,000, CARDINAL, 2
93, CARDINAL, 2
Arkansas, GPE, 2
Democratic, NORP, 2
Vancouver Sun, ORG, 2
More than 20,000, CARDINAL, 2
$53 million, MONEY, 2
Burundi, GPE, 2
33, CARDINAL, 2
at least 19, CARDINAL, 2
31%, PERCENT, 2
2016 to 2017, DATE, 2
Asda, ORG, 2
Tesco, ORG, 2
Time, ORG, 2
morning, TIME, 2
Seth Berkley, PERSON, 2
early April, DATE, 2
Ontario, GPE, 2
Brian Hayes, PERSON, 2
Pediatricians, NORP, 2
New Zealanders, NORP, 2
between 2016 and 2017, DATE, 2
Daily Star, PERSON, 2
more than one, CARDINAL, 2
Herpes, NORP, 2
Third, ORDINAL, 2
Wellington, GPE, 2
2030, DATE, 2
next season, DATE, 2
100%, PERCENT, 2
the Scripps Research Institute, ORG, 2
$31 million, MONEY, 2
next month, DATE, 2
15,000, CARDINAL, 2
ITV News, ORG, 2
Month-old, DATE, 2
Perth, PERSON, 2
B.C., GPE, 2
50, CARDINAL, 2
| Euronews KINSHASA, ORG, 2
Mark Muscat, PERSON, 2
The Food and Drug Administration, ORG, 2
BREAKTHROUGH, ORG, 2
WASHINGTON, GPE, 2
South Australia, LOC, 2
Toronto Sun, ORG, 2
this morning, TIME, 2
393, CARDINAL, 2
Osama bin Laden's, PERSON, 2
U.S. Navy Seals, ORG, 2
al-Qaida, ORG, 2
one-third, CARDINAL, 2
Nipah, ORG, 2
1.3bn, MONEY, 2
Caran Dynan, ORG, 2
$1.3 billion, MONEY, 2
the U.S. Centers for Disease Control and Prevention, ORG, 2
at least 37, CARDINAL, 2
South, LOC, 2
Six, CARDINAL, 2
New Jersey, GPE, 2
this weekend, DATE, 2
more than 150 million, CARDINAL, 2
Daily Mail Online, ORG, 2
summer, DATE, 2
Measles Outbreak, PERSON, 2
NBC News, ORG, 2
seven years, DATE, 2
67, DATE, 2
Some 4,000, CARDINAL, 2
Young, PERSON, 2
European Commission, ORG, 2
Late Late Show, WORK_OF_ART, 2
only half, CARDINAL, 2
Kacey Musgraves, PERSON, 2
The Advisory Committee on Immunization Practices, ORG, 2
Atlanta, GPE, 2
the Northern Hemisphere, LOC, 2
MenB, CARDINAL, 2
GSK, ORG, 2
Reuters GlaxoSmithKline, PERSON, 2
39, CARDINAL, 2
Outbreak, ORG, 2
United States, GPE, 2
every year, DATE, 2
State, ORG, 2
World, ORG, 2
42, DATE, 2
CVS, ORG, 2
Congress, ORG, 2
the European Commission, ORG, 2
Changsheng Biotechnology, ORG, 2
three months, DATE, 2
Push, PERSON, 2
September 2016, DATE, 2
Woodford, GPE, 2
two thirds, CARDINAL, 2
the day, DATE, 2
Butembo, GPE, 2
this summer, DATE, 2
Ottawa Public Health, ORG, 2
at least 18 weeks, DATE, 2
last fall, DATE, 2
2021, DATE, 2
West Virginia, GPE, 2
Nick Catone, PERSON, 2
Ranj Singh, PERSON, 2
Katherine Gong, PERSON, 2
Fatwa, ORG, 2
Dublin, PERSON, 2
Ten, CARDINAL, 2
Louis Pasteur, PERSON, 2
Toronto Public Health, ORG, 2
Briton, PERSON, 2
last night, TIME, 2
Yellow Fever, PERSON, 2
35 months, DATE, 2
Venezuelans, NORP, 2
Joy Nowai, PERSON, 2
the South Pacific, LOC, 2
more than 41,000, CARDINAL, 2
37, CARDINAL, 2
Microsoft, ORG, 2
Swoop Aero, PERSON, 2
Cholera, ORG, 2
42 per cent, MONEY, 2
Xinhua, ORG, 2
Brisbane, PERSON, 2
Indonesian, NORP, 2
Washington, GPE, 2
Shingles, ORG, 2
more than 10, CARDINAL, 2
England’s, GPE, 2
$12 million, MONEY, 2
Kiwi, ORG, 2
Coeliac Vaccine Trials, ORG, 2
Philippine, NORP, 2
Hiqa, PERSON, 2
Jack Klemich, PERSON, 2
Supreme Court, ORG, 2
Malcolm Brabant, PERSON, 2
Debora Patta, PERSON, 2
Johannesburg, GPE, 2
Synthego, ORG, 2
North Carolina's, GPE, 2
just weeks, DATE, 2
Daily Mail Online Researchers, ORG, 2
Perth, GPE, 2
CEASE, ORG, 2
More than 2,000, CARDINAL, 2
Kinshasa, GPE, 2
Liadh Ní Riada, PERSON, 2
first day, DATE, 2
Ovarian, DATE, 2
Measles, PERSON, 2
BU, ORG, 2
12 to 13, DATE, 2
the Australian Medical Association, ORG, 2
Thai, NORP, 2
more than 1,500, CARDINAL, 2
September, DATE, 2
the Democratic Republic of the, GPE, 2
Alexandra Palace, PERSON, 2
Ally Pally, ORG, 2
Mahmoud, PERSON, 2
Wakefield, GPE, 2
Oregon, GPE, 2
GMB, ORG, 2
Manitoba, GPE, 2
half-year, DATE, 2
1 to 2, CARDINAL, 2
Bond University, ORG, 2
Chris Del Mar, PERSON, 2
just 36%, PERCENT, 2
Troubles, ORG, 2
eight, CARDINAL, 2
Maxwell Health, ORG, 2
Changsheng Biotechnology Co Ltd, ORG, 2
This week, DATE, 2
40, CARDINAL, 2
Vaccine Scandal, PERSON, 2
Southern California, LOC, 2
Central Africa, GPE, 2
about one million, CARDINAL, 2
the first six months of 2018, DATE, 2
Aladdin, ORG, 2
Caribbean, LOC, 2
| CTV News Health, ORG, 2
Adel Mahmoud, PERSON, 2
centuries, DATE, 2
Jon LaPook, PERSON, 2
Imperial College, ORG, 2
Beijing, GPE, 2
Melinda Messenger, PERSON, 2
Berkeley, GPE, 2
David Mills, PERSON, 2
SNP, ORG, 2
Disneyland, FAC, 2
NPR A, ORG, 2
Co Ltd, ORG, 2
10th, ORDINAL, 2
GAVI, PERSON, 2
2015, DATE, 2
CBC Radio, ORG, 2
30, CARDINAL, 2
Serbian, NORP, 2
23 million, CARDINAL, 2
Ian Frazer, PERSON, 2
Carolyn Maloney, PERSON, 2
Seventeen, CARDINAL, 2
Latest Ebola, ORG, 2
Bay of Plenty, LOC, 2
Lakes, ORG, 2
Liam Gallagher, PERSON, 2
Florence + The Machine, PERSON, 2
James Bay, PERSON, 2
Italians, NORP, 2
2008, DATE, 2
97%, PERCENT, 2
four years ago, DATE, 2
MEP, ORG, 2
Jewish, NORP, 2
Helen Stokes-Lampard, PERSON, 2
37, DATE, 2
at least 14, CARDINAL, 2
Senate, ORG, 2
Liverpool, GPE, 2
Delaware, GPE, 2
Ethiopia, GPE, 2
97-year-old, DATE, 2
more than 20,000, CARDINAL, 2
Five years, DATE, 1
Paul Perreault, PERSON, 1
The Incredible Hulk, WORK_OF_ART, 1
Daniel Doherty, PERSON, 1
49, DATE, 1
Uxbridge, GPE, 1
Miriam Stoppard - Mirror, PERSON, 1
the Channel 4 Dispatches, ORG, 1
Nigerian, NORP, 1
early winter, DATE, 1
Taoiseach Leo Varadkar, PERSON, 1
LEO Varadkar, PERSON, 1
Taoiseach, PERSON, 1
The Boston Globe Ebola, ORG, 1
Oly Ilunga, PERSON, 1
Easter, ORG, 1
Outcry, NORP, 1
MoS, ORG, 1
Matt Hancock, PERSON, 1
At least eight, CARDINAL, 1
National Immunisation Office, ORG, 1
Vancouver Sun KINSHASA, ORG, 1
MILLIONS, CARDINAL, 1
9.3million, CARDINAL, 1
Worth Getting, PERSON, 1
‘The Readout LOUD’ -, WORK_OF_ART, 1
more than a few million, CARDINAL, 1
ABC News Vaccination, ORG, 1
four decades ago, DATE, 1
1980, DATE, 1
First-year, DATE, 1
10 days, DATE, 1
as many hundreds, CARDINAL, 1
Model Elle Macpherson, PERSON, 1
Islamic State, ORG, 1
Ukraine, GPE, 1
MEASLES EPIDEMIC ALERT, PERSON, 1
The Scotsman Adolescent, ORG, 1
Daily Star WORLD Health Organisation, ORG, 1
last season's, DATE, 1
Chris Steele, PERSON, 1
the past year, DATE, 1
the flu days, DATE, 1
the Walter and Eliza Hall Institute, ORG, 1
Royal Melbourne Hospital, ORG, 1
Queensland Reds', PERSON, 1
Cape Town, GPE, 1
15-hour, TIME, 1
Riot, PERSON, 1
Justin Young, PERSON, 1
30, DATE, 1
NSW Government, ORG, 1
the Value of Medicines Award, ORG, 1
Only 1 week, DATE, 1
the Value of Medicines Award 2018, ORG, 1
the Food and Drug Administration, ORG, 1
Guardian Major, ORG, 1
last year's ', DATE, 1
' season, DATE, 1
more than 1,000, CARDINAL, 1
North, LOC, 1
São Paulo, PERSON, 1
Guardian Health, ORG, 1
vaccinate millions, CARDINAL, 1
the Southern Hemisphere, LOC, 1
the Samoan Govt, FAC, 1
11%, PERCENT, 1
More than a million, CARDINAL, 1
Australia Set, ORG, 1
20 Years, DATE, 1
World First Scientists, EVENT, 1
a month later, DATE, 1
Stewart Cole, PERSON, 1
the Pasteur Institute, ORG, 1
Paris, GPE, 1
England - CNN, GPE, 1
86%, PERCENT, 1
Agnès Buzyn, PERSON, 1
100million, MONEY, 1
autumn next year, DATE, 1
The Globe and Mail Our, ORG, 1
1,500, CARDINAL, 1
the Public Health Agency of, ORG, 1
Science Magazine, ORG, 1
the flu season, DATE, 1
an estimated 80,000, CARDINAL, 1
between 12,000 and 56,000, CARDINAL, 1
the worst year, DATE, 1
more than 500,000, CARDINAL, 1
Qld, PERSON, 1
Queensland, PERSON, 1
over 900,000 - CNN Hundreds of thousands, CARDINAL, 1
almost one million, CARDINAL, 1
Rae Morris, PERSON, 1
IDLES, ORG, 1
XCERTS, GPE, 1
7 YEARS, DATE, 1
DCVax-L, ORG, 1
more than 300, CARDINAL, 1
Nearly 200, CARDINAL, 1
Fox News Some 21 percent, ORG, 1
4 percent, PERCENT, 1
The Sunday Times Ensuring, ORG, 1
The Scotsman Health, ORG, 1
20-year, DATE, 1
Latest Congo, ORG, 1
43, CARDINAL, 1
last year', DATE, 1
Adele, PERSON, 1
Matt, PERSON, 1
35, DATE, 1
Probation Sears, ORG, 1
CBS News Treatment, ORG, 1
later this year, DATE, 1
HERPES, ORG, 1
Ascendance Biomedical, ORG, 1
the Body Hacking Convention, ORG, 1
Austin, GPE, 1
hundreds of dollars, MONEY, 1
Biba Tanya, ORG, 1
more than 100,000, CARDINAL, 1
Vaccinate Children, PERSON, 1
Measles Outbreak Linked, PERSON, 1
Israel Travel, ORG, 1
BREAKTHROUGH, PERSON, 1
National Immunisation Program | SBS News, ORG, 1
the National Immunisation Program, ORG, 1
ISS +++ WHO, PERSON, 1
Paula Reid, PERSON, 1
Omar Villafranca, PERSON, 1
Track World Championships, EVENT, 1
Great Britain, GPE, 1
Track World Championships, ORG, 1
Rio, GPE, 1
Monkeypox, ORG, 1
Guardian Research, ORG, 1
£4.7m, MONEY, 1
ABC News Doctors, ORG, 1
Western Australia's, LOC, 1
Goldfields, ORG, 1
Aboriginal, ORG, 1
110, CARDINAL, 1
152, CARDINAL, 1
the Asheville Waldorf School, ORG, 1
Sixth, ORDINAL, 1
66-year-old, DATE, 1
40 per cent, MONEY, 1
NPR Overall, ORG, 1
about 36 percent, PERCENT, 1
Marc Siegel, PERSON, 1
110,000, CARDINAL, 1
LAKE CITY, GPE, 1
Great Salt Lake, FAC, 1
Bison, ORG, 1
Antelope Island, LOC, 1
about 25 miles, QUANTITY, 1
80 kilometers, QUANTITY, 1
Salt Lake City, GPE, 1
more than 120 years, DATE, 1
a dozen, CARDINAL, 1
several hundred, CARDINAL, 1
The Deleted WeChat Post That Fueled China's, ORG, 1
Vaccine Scandal  - The Atlantic, PERSON, 1
Dengue, GPE, 1
61, DATE, 1
Molly, PERSON, 1
John Fitzsimons, PERSON, 1
500,000, CARDINAL, 1
Manly, ORG, 1
Killara, GPE, 1
Palm Beach, GPE, 1
Hawarden High School, ORG, 1
Flintshire, GPE, 1
3D, CARDINAL, 1
3D, ORG, 1
the University of Ottawa, ORG, 1
The Victorian Government, WORK_OF_ART, 1
Vanuatu, GPE, 1
The Washington Post Demand, ORG, 1
SA - 9News Demand, ORG, 1
the Melbourne Veterinary Specialist Centre, ORG, 1
West Nile Virus:, LOC, 1
Europe - Mirror Online, ORG, 1
Ishrat Sohail, PERSON, 1
as many as 500, CARDINAL, 1
Troy Campbell, PERSON, 1
ACT Government, ORG, 1
over 100, CARDINAL, 1
next-day, DATE, 1
ACT Health, ORG, 1
under 2 years old, DATE, 1
the Center for Disease Control, ORG, 1
CBC News Public, ORG, 1
Gatineau, PERSON, 1
CTV News Canada, ORG, 1
six months to June, DATE, 1
CBS News New, ORG, 1
two particular months of the year, DATE, 1
CBC Radio Dogs, ORG, 1
2002, DATE, 1
GAY, ORG, 1
45, DATE, 1
Meg Oliver, PERSON, 1
The Globe and Mail Flu, ORG, 1
The Washington Post False, ORG, 1
a year', DATE, 1
Uptick, ORG, 1
Harris, PERSON, 1
Gelatine, PERSON, 1
Scally, PERSON, 1
Hikurangi, PERSON, 1
Hikurangi, GPE, 1
The Globe and Mail Shingrix, ORG, 1
37,000, CARDINAL, 1
54%, PERCENT, 1
National Institutes of Health, ORG, 1
Seven, CARDINAL, 1
The Irish Times, ORG, 1
2028, CARDINAL, 1
Defence, ORG, 1
Julian Lopez, PERSON, 1
Sierra Leone, ORG, 1
Baltimore, GPE, 1
Vermont, GPE, 1
67%, PERCENT, 1
August last year, DATE, 1
the Royal College of Physicians, ORG, 1
Nearly 20, CARDINAL, 1
More than one, CARDINAL, 1
At least three, CARDINAL, 1
Georgia, GPE, 1
between December and February, DATE, 1
Jonathan LaPook, PERSON, 1
South Australia&rsquo;s State Government, ORG, 1
The European Medicines Agency, ORG, 1
about 96 million, CARDINAL, 1
Polio Fighters, PERSON, 1
just eight, CARDINAL, 1
38-year-old, DATE, 1
16-year-old, DATE, 1
| Euronews MUMBAI, ORG, 1
Gardasil A, ORG, 1
500,000, MONEY, 1
meningococcal days, DATE, 1
the age of 75.As, DATE, 1
Fox News Congo, ORG, 1
1100, CARDINAL, 1
more than 90, CARDINAL, 1
65 years or older, DATE, 1
Frontières, PERSON, 1
FRANCE 24, ORG, 1
quarterly, DATE, 1
day, DATE, 1
Ken Milne, PERSON, 1
The Sunday Times Fewer than half, ORG, 1
between 16 and 36 weeks, DATE, 1
Foundation, ORG, 1
$12 Million, MONEY, 1
21st century, DATE, 1
about 40 million, CARDINAL, 1
the Gates Foundation, ORG, 1
Fall 2018, DATE, 1
the past two years, DATE, 1
PNG, ORG, 1
Fairfax Media, ORG, 1
Matt Wade, PERSON, 1
Louise Kennerley, PERSON, 1
2 decades, DATE, 1
- Los Angeles Times Chickenpox, ORG, 1
Fox News Warning, ORG, 1
the end of next year, DATE, 1
David Ayoub, PERSON, 1
Federal Budget 2018, ORG, 1
Italy&rsquo;s, ORG, 1
KAMPALA, ORG, 1
189, CARDINAL, 1
270, CARDINAL, 1
Fox News Many, ORG, 1
Gong, GPE, 1
